Unnamed: 0,name,address,type,location,Mon_Stime,Mon_Dtime,Tue_Stime,Tue_Dtime,Wed_Stime,Wed_Dtime,Thu_Stime,Thu_Dtime,Fri_Stime,Fri_Dtime,Sat_Stime,Sat_Dtime,Sun_Stime,Sun_Dtime,telephone,lat,lng,district
12,環球健身中心,新北市板橋區縣民大道二段7號24樓,學校、大型集會場所,環球健身中心24樓,420,1380,420,1380,420,1380,420,1380,420,1380,480,1260,480,1260,(02)26729996#319,25.0143744,121.4639869,板橋區
13,新北市客家文化園區,新北市三峽區隆恩街239號,觀光旅遊地區,園樓服務台旁,540,1020,540,1020,540,1020,540,1020,540,1020,540,1080,540,1080,(02)86772727*858,24.9413225,121.3583721,三峽區
14,新北市立鶯歌陶瓷博物館,新北市鶯歌區文化路200號,大型休閒場所,1樓大廳諮詢服務臺旁,570,1020,570,1020,570,1020,570,1020,570,1020,570,1080,570,1080,02-26191313*302,24.949251,121.352032,鶯歌區
15,新北市立十三行博物館,新北市八里區博物館路200號,大型休閒場所,十三行博物館,570,1020,570,1020,570,1020,570,1020,570,1020,570,1080,570,1080,(02)29690366#60,25.1576837,121.4048398,八里區
16,板橋435藝文特區,新北市板橋區中正路435號,觀光旅遊地區,服務臺,540,1020,540,1020,540,1020,540,1020,540,1020,540,1080,540,1080,22760182#334,25.0250294,121.4521125,板橋區
17,新莊文化藝術中心,新北市新莊區新北市新莊區中平路133號,大型休閒場所,大廳服務台前方，進門口左方明顯處,540,1020,540,1020,540,1020,540,1020,540,1020,540,1020,540,1020,952539676,25.0472506,121.4439352,新莊區
18,滿福產後護理之家,新北市土城區中央路二段304號4樓,其他,嬰兒室門口,481,1261,481,1261,481,1261,481,1261,481,1261,NaN,NaN,NaN,NaN,,24.973322,121.4404582,土城區
19,新北市政府殯葬管理處板橋殯儀館,新北市板橋區中正路560號,學校、大型集會場所,殯儀館,480,1020,480,1020,480,1020,480,1020,480,1020,480,960,NaN,NaN,02-89786101,25.0281253,121.4569866,板橋區
20,新北市政府交通事件裁決處,新北市板橋區中山路一段181號2樓,其他,領御大樓A1二樓電梯出口右手邊,480,1080,480,1080,480,1080,480,1080,480,1080,NaN,NaN,NaN,NaN,02-89415191,25.0131758,121.4675889,板橋區
21,華夏科技大學,新北市中和區工專路111號,學校、大型集會場所,華夏科技大學,300,1350,300,1350,300,1350,300,1350,300,1350,300,1350,300,1350,22693641-135,24.9812401,121.5075787,中和區
22,中華中學學校財團法人新北市中華高級中學,新北市土城區城林路2號,學校、大型集會場所,學務處走廊,0,1410,0,1410,0,1410,0,1410,0,1410,0,1410,0,1410,86715108,24.9755774,121.4372312,土城區
23,國家教育研究院,新北市三峽區三樹路2號,學校、大型集會場所,良師園1樓,480,1020,480,1020,480,1020,480,1020,480,1020,480,1020,480,1020,,24.9370591,121.3770817,三峽區
24,揚生六○館-板橋館,新北市板橋區文化路二段285號31樓,其他,六○館內,540,1020,540,1020,540,1020,540,1020,540,1020,NaN,NaN,NaN,NaN,24921111#211,25.0293283,121.4714758,板橋區
25,中規開發股份有限公司（野柳海洋世界）,新北市萬里區野柳里港東路167-3號,觀光旅遊地區,本館二樓會議室入口前,540,1020,540,1020,540,1020,540,1020,540,1020,540,1050,540,1050,952668985,25.2052032,121.6912207,萬里區
26,潤泰全球股份有限公司中和分公司,新北市中和區中山路二段228號B1,大型購物場所,1F美商街殘障廁所旁壁面上,450,1380,450,1380,450,1380,450,1380,450,1380,450,1380,450,1380,02-22236666,25.0028437,121.4988381,中和區
27,香港商世界健身事業有限公司中和分公司,新北市中和區中山路三段35-3號一樓,學校、大型集會場所,1樓大廳門口櫃檯左前方,360,0,360,0,360,0,360,0,360,0,360,0,360,0,(02)2268-5511#60476,25.005635,121.478544,中和區
28,富智康國際股份有限公司,新北市土城區民生街4號,其他,1樓大廳,480,1020,480,1020,480,1020,480,1020,480,1020,0,0,0,0,(02)8964-5488,24.9591432,121.4152587,土城區
29,香港商世界健身事業有限公司板橋府中分公司,新北市板橋區中山路一段10號,學校、大型集會場所,1樓櫃檯走道,360,0,360,0,360,0,360,0,360,0,360,0,360,0,(02)29886336分機429,25.0078573,121.460188,板橋區
30,新北市三重地政事務所,新北市三重區新北大道一段11號8樓,其他,行政大樓8樓,480,1050,480,1050,480,1050,480,1050,480,1050,0,0,0,0,29899201#215,25.061008,121.488284,三重區
31,新北市果菜運銷股份有限公司,新北市三重區中正北路111號,其他,行政辦公室旁,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,89122188-701,25.0659487,121.4853918,三重區
32,大潤發流通事業(股)公司新店分公司,新北市新店區環河路22號B1,大型購物場所,B1賣場服務台對面柱體上,480,1380,480,1380,480,1380,480,1380,480,1380,480,1380,480,1380,(02)2208-3333,24.9619585,121.537275,新店區
33,香港商世界健身事業有限公司新莊分公司,新北市新莊區民安路188巷5號,學校、大型集會場所,重訓區,360,0,360,0,360,0,360,0,360,0,360,0,360,0,02-89720079,25.0230568,121.4247951,新莊區
34,新北市三重國民運動中心,新北市三重區集美街55號,學校、大型集會場所,一樓大廳電梯廳旁,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,0229712343#306,25.0545693,121.4879779,三重區
35,穀保學校財團法人新北市穀保高級家事商業職業學校,新北市三重區中正北路560巷38號,學校、大型集會場所,健康中心,450,990,450,990,450,990,450,990,450,990,NaN,NaN,NaN,NaN,02-86625852,25.0692228,121.4710911,三重區
36,東南科技大學,新北市深坑區北深路3段152號,學校、大型集會場所,和平樓  健康中心,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,,25.0031,121.6048287,深坑區
37,安康立體停車場,新北市新店區安康路二段120號,其他,停車場管理室,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,(02)86012123,24.9628639,121.5129645,新店區
38,新北市政府環境保護局林口區清潔隊調度場,新北市林口區東林里粉寮路2段128號,其他,隊員休息之貨櫃屋,480,1260,480,1260,480,1260,480,1260,480,1260,480,1260,480,1020,02-26664996,25.0905196,121.4043427,林口區
39,臺北翡翠水庫管理局,新北市新店區新烏路3段43號,其他,水資源生態教育館,510,1050,510,1050,510,1050,510,1050,510,1050,NaN,NaN,NaN,NaN,02-22756053,24.904684,121.5540261,新店區
40,板橋榮譽國民之家,新北市板橋區大觀路2段32號,其他,長樂樓1樓大門進入右側,480,1020,480,1020,480,1020,480,1020,480,1020,NaN,NaN,NaN,NaN,02-86625852,25.0012122,121.4464629,板橋區
41,東南科技大學,新北市深坑區北深路3段152號,學校、大型集會場所,龍鳳樓宿舍 門口,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,932209209,25.0031,121.6048287,深坑區
42,新北市政府環境保護局石碇區清潔隊,新北市石碇區潭邊里小粗坑9號上方200公尺處,其他,停車場休息室,390,930,390,930,390,930,390,930,390,930,390,930,NaN,NaN,02-26780202#237,24.988006,121.677244,石碇區
43,新北市鶯歌區公所,新北市鶯歌區仁愛路55號,其他,一樓大門口旁,480,1020,480,1020,480,1020,480,1020,480,1020,NaN,NaN,NaN,NaN,958232345,24.9560294,121.3544312,鶯歌區
44,新北市政府環境保護局板橋區清潔隊,新北市板橋區華東街1-7號,其他,會議室飲水機旁,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,934064082,24.9951473,121.4484992,板橋區
45,八里掩埋場(巨大家具再利用場),新北市八里區下罟子63號,其他,八里掩埋場(巨大家具再利用場),600,600,600,600,600,600,600,600,600,600,NaN,NaN,NaN,NaN,,25.141831,121.387122,八里區
46,臺灣新北地方法院板橋院區,新北市板橋區民生路1段30巷1號,學校、大型集會場所,前棟一樓,510,1050,510,1050,510,1050,510,1050,510,1050,NaN,NaN,NaN,NaN,,25.0193748,121.4623894,板橋區
47,臺灣新北地方法院,新北市土城區金城路二段249號,其他,法庭大樓一樓,510,1050,510,1050,510,1050,510,1050,510,1050,NaN,NaN,NaN,NaN,,24.9847126,121.4578636,土城區
48,臺灣新北地方法院三重院區,新北市三重區重新路3段145號,學校、大型集會場所,一樓大廳,510,1050,510,1050,510,1050,510,1050,510,1050,NaN,NaN,NaN,NaN,,25.0594787,121.4903811,三重區
49,臺北大學運動場地下停車場,新北市三峽區大學路151號,學校、大型集會場所,停車場管理室,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,,24.9422246,121.3694779,三峽區
50,板橋國中地下停車場,新北市板橋區中正路437號.B1,學校、大型集會場所,停車場管理室,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,,25.0240328,121.4542122,板橋區
51,厚德國民小學地下停車場,新北市三重區忠孝路一段70號B1,學校、大型集會場所,停車場管理室,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,,25.071906,121.489854,三重區
52,龍門公園地下停車場,新北市三重區公園街32號,其他,停車場管理室,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,,25.0742853,121.4987559,三重區
53,烏來立體停車場,新北市烏來區烏來街47號,其他,停車場管理室,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,02-26192153,24.8655138,121.5516424,烏來區
54,新北市政府環境保護局八里垃圾掩埋場(古厝),新北市八里區下罟里中山路三段403號,其他,八里掩埋場(花卉溫室內),480,1020,480,1020,480,1020,480,1020,480,1020,NaN,NaN,NaN,NaN,24082523#803,25.1386196,121.3770657,八里區
55,新北市政府環境保護局金山區清潔隊,新北市金山區磺清路135號旁,其他,員工休息室內,480,1020,480,1020,480,1020,480,1020,480,1020,NaN,NaN,NaN,NaN,8283-9364,25.2223616,121.6367773,金山區
56,三愛停車場有限公司永福營業所,新北市三重區永福街66號地下1、2層,其他,永福國小地下停車場B1,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,2986-7222,25.0768673,121.4800733,三重區
57,三愛停車場有限公司三重小巨蛋營業所,新北市三重區新北大道一段2號,其他,綜合體育館B1,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,956320509,25.0618491,121.4914074,三重區
58,台灣菸酒股份有限公司台北菸廠,新北市新店區安康路二段235號,其他,警勤室旁的會客室,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,,24.9585229,121.5083959,新店區
59,新北市愛樂發展中心,新北市五股區五權路七巷6號1樓,其他,會議室,480,1050,480,1050,480,1050,480,1050,480,1050,NaN,NaN,NaN,NaN,(02)2924-7865,25.0651613,121.4484237,五股區
60,世樺牙醫診所,新北市永和區永和路1段154號1樓,其他,診所內候診區,570,1230,570,1230,570,1230,570,1230,570,1230,570,1020,NaN,NaN,980668997,25.0065527,121.4964767,永和區
61,新北市新莊區裕民公共托育中心,新北市新莊區中正路新生巷66號,其他,新北市新莊區裕民公共托育中心,450,1140,450,1140,450,1140,450,1140,450,1140,600,960,600,720,955825877,25.0227223,121.4171376,新莊區
62,野柳地質公園,新北市萬里區野柳里港東路167-1號,觀光旅遊地區,遊客中心護理站,480,1020,480,1020,480,1020,480,1020,480,1020,480,1020,480,1020,02-29603456#4152,25.2128228,121.6974564,萬里區
63,碧潭吊橋保全崗哨,新北市新店區新店路206號對面(吊橋東岸入口),觀光旅遊地區,碧潭吊橋保全崗哨,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,,24.9564938,121.5372568,新店區
64,猴硐煤礦博物園區(旅遊資訊中心),新北市瑞芳區柴寮路(候硐火車站前),觀光旅遊地區,猴硐煤礦博物園區(旅遊資訊中心)櫃臺,480,1080,480,1080,480,1080,480,1080,480,1080,480,1080,480,1080,0970-131537,25.087009,121.827423,瑞芳區
65,十分遊客中心,新北市平溪區南山坪136號,觀光旅遊地區,十分遊客中心服務櫃臺,480,1080,480,1080,480,1080,480,1080,480,1080,480,1080,480,1080,0921-801229,25.036638,121.773742,平溪區
66,九份遊客中心,新北市瑞芳區汽車路89號,觀光旅遊地區,九份遊客中心櫃臺前,480,1080,480,1080,480,1080,480,1080,480,1080,480,1080,480,1080,,25.1097486,121.8434794,瑞芳區
67,馬偕醫學院,新北市三芝區中正路三段46號,學校、大型集會場所,多功能活動中心,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,(02)24962800轉2806,25.251791,121.4966056,三芝區
68,新北市立黃金博物館,新北市瑞芳區金光路8號,觀光旅遊地區,本山五坑(體驗坑道入口),570,1020,570,1020,570,1020,570,1020,570,1020,570,1080,570,1080,２９４２５０７４＊３０６,25.106141,121.8596634,瑞芳區
69,新北市私立竹林高級中學,新北市中和區華新街143巷12號,學校、大型集會場所,警衛室旁會客室,420,1260,420,1260,420,1260,420,1260,420,1260,420,960,NaN,NaN,(02)24983588,24.9809042,121.5064289,中和區
70,金湧泉SPA溫泉會館,新北市萬里區加投213-3號,大型公眾浴場或溫泉區,大廳進門處旁,480,1320,480,1320,480,1320,480,1320,480,1320,480,1320,480,1320,,25.214719,121.644585,萬里區
71,內洞國家森林遊樂區,新北市烏來區新北市烏來區信賢里娃娃谷46號,觀光旅遊地區,新北市烏來區信賢里娃娃谷46號,480,1020,480,1020,480,1020,480,1020,480,1020,480,1020,480,1020,932515132,24.827958,121.526329,烏來區
72,行政院農委會林務局新竹林區管理處滿月圓國家森林遊樂區,新北市三峽區有木里174之1號,觀光旅遊地區,滿月圓國家森林遊樂區大門入園10公尺,480,1020,480,1020,480,1020,480,1020,480,1020,420,1020,420,1020,28617294,24.8498583,121.4570447,三峽區
73,陽明山國家公園大屯遊客服務站,新北市三芝區興華里車埕53-2號,觀光旅遊地區,大屯遊客服務站展示室內,540,990,540,990,540,990,540,990,540,990,540,990,540,990,224972033,25.1877134,121.5218514,三芝區
74,交通部臺灣鐵路管理局宜蘭運務段瑞芳站,新北市瑞芳區龍潭里明燈路3段82號,交通要衝,前站候車大廳無障礙入口右側,359,1413,359,1413,359,1413,359,1413,359,1413,359,1413,359,1413,23815226,25.1092175,121.8062594,瑞芳區
75,交通部臺灣鐵路管理局臺北運務段樹林站,新北市樹林區鎮前街112號,交通要衝,剪收票口,300,0,300,0,300,0,300,0,300,0,300,0,300,0,22977508#24,24.9913202,121.4244453,樹林區
76,新北市政府環境保護局泰山區清潔隊,新北市泰山區黎明路25號,其他,泰山區清潔隊休息室,750,1290,750,1290,750,1290,750,1290,750,1290,750,1290,NaN,NaN,29155144,25.062782,121.420484,泰山區
77,新北市私立南強高級工商職業學校,新北市新店區文化路42號,學校、大型集會場所,AED置於總務室出口旁,460,990,460,990,460,990,460,990,460,990,NaN,NaN,NaN,NaN,975920880,24.9807075,121.5452961,新店區
78,東海中學學校財團法人新北市東海高級中學,新北市三重區忠孝路三段93巷12號,學校、大型集會場所,健康中心前,480,1080,480,1080,480,1080,480,1080,480,1080,0,0,0,0,955233784,25.064729,121.4787122,三重區
79,新北市環境保護局 三重區清潔隊 重新橋下保養場,新北市三重區重新路四段臨121號,其他,保養場-警衛室,360,1380,360,1380,360,1380,360,1380,360,1380,360,1380,369,1380,2968-4131#332,25.0555274,121.4863508,三重區
80,國立華僑高級中等學校,新北市板橋區大觀路一段32號,學校、大型集會場所,國立華僑高中健康中心,480,1020,480,1020,480,1020,480,1020,480,1020,NaN,NaN,NaN,NaN,02-29598899#5101,25.0051815,121.4469212,板橋區
81,誠品生活板橋店,新北市板橋區中山路一段46號5樓,大型購物場所,新北市板橋區中山路一段46號5樓,660,1320,660,1320,660,1320,660,1320,660,1320,660,1350,660,1320,,25.0087551,121.4607384,板橋區
82,誠品生活新板店,新北市板橋區縣民大道二段66號1樓,大型購物場所,新北市板橋區縣民大道二段66號1樓,660,1320,660,1320,660,1320,660,1320,660,1320,660,1350,660,1320,02-22138485,25.012243,121.4630925,板橋區
83,元野運動事業有限公司,新北市新店區達觀路6號B2,學校、大型集會場所,休息區側邊,540,1320,540,1320,540,1320,540,1320,540,1320,540,1320,540,1320,,24.9426905,121.5051952,新店區
84,國立空中大學,新北市蘆洲區中正路172號,學校、大型集會場所,教學大樓一樓值日室門口,510,1050,510,1050,510,1050,510,1050,510,1050,NaN,NaN,NaN,NaN,912711968,25.0872662,121.4678848,蘆洲區
85,昕境廣場,新北市林口區文化三路一段402巷2號,大型購物場所,4F大廳等候區,600,1350,600,1350,600,1350,600,1350,600,1350,600,1350,600,1350,29182399-155,25.0736598,121.3689044,林口區
86,能仁學校財團法人新北市能仁高級家事商業職業學校,新北市新店區文中路53巷10號,學校、大型集會場所,戒光大樓學務處前,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,02-26617678,24.9579558,121.5401358,新店區
87,明月溫泉會館,新北市烏來區烏來街85巷1號,大型公眾浴場或溫泉區,大廳走道,480,1410,480,1410,480,1410,480,1410,480,1410,480,1410,480,1410,23311567#3004,24.864007,121.551996,烏來區
88,臺灣臺北地方法院新店辦公大樓,新北市新店區中興路一段248號,學校、大型集會場所,一樓大門入口大廳,510,1050,510,1050,510,1050,510,1050,510,1050,510,1050,510,1050,0228013131#6224,24.9660927,121.5446245,新店區
89,聖約翰科技大學,新北市淡水區新北市淡水區淡金路4段499號,學校、大型集會場所,百齡堂一樓衛保組前中庭,480,1320,480,1320,480,1320,480,1320,480,1320,NaN,NaN,NaN,NaN,02-22319670,25.2266876,121.4480443,淡水區
90,新北市立永平高級中學,新北市永和區永平路205號,學校、大型集會場所,保健室,360,1020,360,1020,360,1020,360,1020,360,1020,420,1020,420,1020,02-22156789#132,25.0107227,121.5087076,永和區
91,中央印製廠安康廠區,新北市新店區安康路三段235號,其他,101廠房中庭,480,1010,480,1010,480,1010,480,1010,480,1010,NaN,NaN,NaN,NaN,(02)2272-6696,24.9496867,121.4870575,新店區
92,智慧財產及商業法院,新北市板橋區縣民大道2段7號3樓,學校、大型集會場所,西側3樓第4、5法庭區，北2A門口進入上電梯至三,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,289941000,25.0143744,121.4639869,板橋區
93,翰品酒店新莊館,新北市新莊區中正路82號,旅宿場所,翰品酒店新莊館1樓大廳入口,NaN,1439,NaN,1439,NaN,1439,NaN,1439,NaN,1439,NaN,1439,NaN,1439,,25.0378738,121.4578193,新莊區
94,法鼓山世界佛教教育園區,新北市金山區法鼓路555號,其他,禪堂,540,960,540,960,540,960,540,960,540,960,540,960,540,960,26203850#340,25.2223616,121.6367773,金山區
95,新北市私立淡江高級中學,新北市淡水區真理街26號,學校、大型集會場所,小學部一樓辦公室門口,450,1110,450,1110,450,1110,450,1110,450,1110,NaN,NaN,NaN,NaN,02-26203820#119,25.1753045,121.4358159,淡水區
96,新北市私立淡江高級中學,新北市淡水區真理街26號,學校、大型集會場所,保健室走廊,450,1200,450,1200,450,1200,450,1200,450,1200,NaN,NaN,NaN,NaN,2909-9551分機1500,25.1753045,121.4358159,淡水區
97,新北市泰山區公所,新北市泰山區明志路一段322號,其他,1樓服務台前,480,1020,480,1020,480,1020,480,1020,480,1020,NaN,NaN,NaN,NaN,(02)2272-6696,25.0593165,121.4314358,泰山區
98,智慧財產及商業法院,新北市板橋區縣民大道2段7號3樓,學校、大型集會場所,東側三樓訴訟輔導科，北1A門口進入上電梯至三樓,510,1050,510,1050,510,1050,510,1050,510,1050,NaN,NaN,NaN,NaN,02-77388000#1350,25.0143744,121.4639869,板橋區
99,亞東科技大學,新北市板橋區四川路二段58號,學校、大型集會場所,前門警衛室,0,1380,0,1380,0,1380,0,1380,0,1380,0,1380,0,1380,983559200,24.9959521,121.4524027,板橋區
100,新北市五股國民運動中心,新北市五股區成泰路三段296號,大型休閒場所,1F游泳池,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,26261891,25.0950545,121.448445,五股區
101,新北市淡水國民運動中心,新北市淡水區中山北路二段381巷2號,學校、大型集會場所,B1游泳池櫃台前,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,26219645分機5403,25.1873619,121.4428503,淡水區
102,新北市淡水地政事務所,新北市淡水區中山北路二段375號5樓,其他,新北市淡水地政事務所5樓大廳,480,1050,480,1050,480,1050,480,1050,480,1050,NaN,NaN,NaN,NaN,0226221020#7207,25.1870643,121.4436934,淡水區
103,新北市淡水區公所,新北市淡水區中山北路2段375號1樓,其他,新北市淡水區市民聯合服務中心正門入口處左側,480,1200,480,1200,480,1200,480,1200,480,1200,480,720,NaN,NaN,26704177*205,25.1870643,121.4436934,淡水區
104,新北市鶯歌區永吉國民小學,新北市鶯歌區德昌二街2號,學校、大型集會場所,健康中心,480,960,480,960,480,960,480,960,480,960,NaN,NaN,NaN,NaN,939196519,24.9592694,121.3329473,鶯歌區
105,新北市鶯歌區鶯歌國民小學,新北市鶯歌區尖山埔路106號,學校、大型集會場所,校門口警衛室外牆,370,1110,370,1110,370,1110,370,1110,370,1110,480,1020,480,1020,0226033111#518,24.9510282,121.3461709,鶯歌區
106,新北市林口區公所,新北市林口區西林里仁愛路1段378號,其他,區公所1樓大廳服務台,480,1320,480,1320,480,1320,480,1320,480,1320,480,1200,480,1200,02-26415096,25.0763143,121.3928657,林口區
107,交通部臺灣鐵路管理局臺北運務段汐止站,新北市汐止區信望里信義路1號,交通要衝,汐止站2樓售票處,300,0,300,0,300,0,300,0,300,0,300,30,300,30,02-8522-7093,25.0690976,121.6627051,汐止區
108,行政院新莊聯合辦公大樓,新北市新莊區中平路439號,其他,"北棟10樓南側1015,1016會議室口",480,1140,480,1140,480,1140,480,1140,480,1140,NaN,NaN,NaN,NaN,02-23815226#4962,25.0566646,121.4435645,新莊區
109,國營臺灣鐵路股份有限公司臺北運務段鶯歌站,新北市鶯歌區東鶯里文化路68之1號,交通要衝,2樓大廳,300,1439,300,1439,300,1439,300,1439,300,1439,300,1439,300,1439,02-8522-7093,24.9540419,121.355247,鶯歌區
110,行政院新莊聯合辦公大樓,新北市新莊區中平路439號,其他,北棟1樓大廳郵局旁,480,1140,480,1140,480,1140,480,1140,480,1140,NaN,NaN,NaN,NaN,02-8522-7093,25.0566646,121.4435645,新莊區
111,行政院新莊聯合辦公大樓,新北市新莊區中平路439號,其他,B1F綠廊東北側,480,1140,480,1140,480,1140,480,1140,480,1140,NaN,NaN,NaN,NaN,02-24985965#326,25.0566646,121.4435645,新莊區
112,新北市金山區運動休閒廣場,新北市金山區五湖里南勢53號,大型休閒場所,門口正中央,480,1320,480,1320,480,1320,480,1320,480,1320,480,1320,480,1320,02-8522-7093,25.2120835,121.6197527,金山區
113,行政院新莊聯合辦公大樓,新北市新莊區中平路439號,其他,南棟1樓大廳,480,1140,480,1140,480,1140,480,1140,480,1140,NaN,NaN,NaN,NaN,02-8522-7093,25.0566646,121.4435645,新莊區
114,行政院新莊聯合辦公大樓,新北市新莊區中平路439號,其他,"南棟10樓南側1003,1004會議室口",480,1140,480,1140,480,1140,480,1140,480,1140,NaN,NaN,NaN,NaN,02-77386608#202,25.0566646,121.4435645,新莊區
115,板橋大遠百威秀影城,新北市板橋區新站路28號10F,大型休閒場所,"10F大廳販賣部對面,消防栓旁",600,60,600,60,600,60,600,60,600,60,570,150,570,120,02-26870391#119,25.013651,121.466765,板橋區
116,新北市私立樹人高級家事商業職業學校,新北市樹林區大安路216號,學校、大型集會場所,健康中心外,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,963198499,24.9943874,121.4192267,樹林區
117,新北市裕德高級中等學校,新北市土城區擺接堡路1號,學校、大型集會場所,健康中心,480,1050,480,1050,480,1050,480,1050,480,1050,NaN,NaN,NaN,NaN,02-89786101,24.982633,121.4402181,土城區
118,新北市政府交通事件裁決處(服務中心),新北市板橋區中山路一段143號二樓,其他,新北市政府稅捐處二樓門口右邊,480,1080,480,1080,480,1080,480,1080,480,1080,NaN,NaN,NaN,NaN,02-29862345 #555,25.0116332,121.4641858,板橋區
119,新北市三重區公所,新北市三重區新北大道一段11號,其他,三重區公所10樓,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,,25.061008,121.488284,三重區
120,新北市立聯合醫院附設護理之家,新北市板橋區英士路198號5樓,其他,新北市立聯合醫院附設護理之家,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02-81958919,25.0232911,121.4574246,板橋區
121,新北市康橋國際學校青山校區,新北市新店區頂城五街80號,學校、大型集會場所,5樓健康中心門口,480,1140,480,1140,480,1140,480,1140,480,1140,480,1140,480,1140,2662-1567轉319,24.9537653,121.5173296,新店區
122,新北市深坑區衛生所,新北市深坑區深坑街165號,其他,1樓大廳進門右側,480,1020,480,1020,480,1020,480,1020,480,1020,NaN,NaN,NaN,NaN,29052673,25.0009135,121.6125718,深坑區
123,輔仁大學,新北市新莊區中正路510號,學校、大型集會場所,輔仁大學濟時樓2樓圖書館服務台,480,1320,480,1320,480,1320,480,1320,480,1320,540,1080,540,1080,28091557#127,25.0135671,121.4120828,新莊區
124,新北市立竹圍高級中學,新北市淡水區竹林路35號,學校、大型集會場所,新北市立竹圍高中,480,960,480,960,480,960,480,960,480,960,NaN,NaN,NaN,NaN,229052331,25.1461957,121.4627878,淡水區
